Date,Open,High,Low,Close,Adj Close,Volume,signal,predi,prediDesplazado,hull
2018-03-05,3.8350000381469727,3.878000020980835,3.819999933242798,3.8519999980926514,3.239788770675659,17160455,1,1,1.0,1.0
2018-03-06,3.8919999599456787,3.9159998893737793,3.8550000190734863,3.865000009536743,3.2507221698760986,15501060,1,1,1.0,1.0
2018-03-07,3.8550000190734863,3.880000114440918,3.8329999446868896,3.880000114440918,3.263338565826416,10922962,1,1,1.0,1.0
2018-03-08,3.8989999294281006,3.927999973297119,3.8510000705718994,3.878000020980835,3.2616565227508545,17572704,1,1,1.0,1.0
2018-03-09,3.885999917984009,3.9079999923706055,3.8540000915527344,3.861999988555908,3.248198986053467,7927287,1,1,1.0,1.0
2018-03-12,3.8910000324249268,3.9030001163482666,3.859999895095825,3.874000072479248,3.2582921981811523,16701899,1,1,1.0,1.0
2018-03-13,3.884999990463257,3.944999933242798,3.872999906539917,3.885999917984009,3.2683846950531006,11564373,1,1,1.0,1.0
2018-03-14,3.8910000324249268,3.8910000324249268,3.828000068664551,3.8350000381469727,3.2254903316497803,11994273,1,1,1.0,1.0
2018-03-15,3.8489999771118164,3.865000009536743,3.806999921798706,3.815000057220459,3.2086691856384277,20848736,1,1,1.0,1.0
2018-03-16,3.819999933242798,3.9130001068115234,3.813999891281128,3.884999990463257,3.2675435543060303,19181959,1,1,1.0,1.0
2018-03-19,3.878999948501587,3.9010000228881836,3.8359999656677246,3.8410000801086426,3.230536699295044,6855912,1,1,1.0,1.0
2018-03-20,3.859999895095825,3.937999963760376,3.8540000915527344,3.933000087738037,3.307915210723877,15084364,1,1,1.0,1.0
2018-03-21,3.947000026702881,3.9539999961853027,3.885999917984009,3.9119999408721924,3.290252685546875,9549897,1,1,1.0,1.0
2018-03-22,3.888000011444092,3.9210000038146973,3.799999952316284,3.822000026702881,3.2145564556121826,30499160,1,1,1.0,1.0
2018-03-23,3.7899999618530273,3.8310000896453857,3.740000009536743,3.8010001182556152,3.196894407272339,22786270,1,1,1.0,1.0
2018-03-26,3.806999921798706,3.825000047683716,3.7660000324249268,3.802999973297119,3.1985762119293213,10379513,1,1,1.0,1.0
2018-03-27,3.861999988555908,3.871999979019165,3.7929999828338623,3.815000057220459,3.2086691856384277,12186085,1,1,1.0,1.0
2018-03-28,3.7750000953674316,3.822000026702881,3.739000082015991,3.822000026702881,3.2145564556121826,33533470,1,1,1.0,1.0
2018-03-29,3.8410000801086426,3.930000066757202,3.8369998931884766,3.871999979019165,3.256610155105591,14896937,1,1,1.0,1.0
2018-04-03,3.8369998931884766,3.871999979019165,3.7929999828338623,3.815000057220459,3.2086691856384277,31726418,1,1,1.0,1.0
2018-04-04,3.819999933242798,3.819999933242798,3.7230000495910645,3.812999963760376,3.206987142562866,130639848,1,1,1.0,1.0
2018-04-05,3.86899995803833,3.936000108718872,3.86299991607666,3.930000066757202,3.305391788482666,81310246,1,1,1.0,1.0
2018-04-06,3.9010000228881836,3.927000045776367,3.861999988555908,3.869999885559082,3.254927635192871,88864489,1,1,1.0,1.0
2018-04-09,3.9019999504089355,3.927999973297119,3.877000093460083,3.9189999103546143,3.29613995552063,72309002,1,1,1.0,1.0
2018-04-10,3.940000057220459,3.990000009536743,3.8989999294281006,3.9809999465942383,3.3482861518859863,41011406,1,1,1.0,1.0
2018-04-11,3.9019999504089355,3.9489998817443848,3.9019999504089355,3.9149999618530273,3.360302686691284,109035887,1,1,1.0,1.0
2018-04-12,3.9130001068115234,3.9579999446868896,3.8929998874664307,3.940000057220459,3.381760358810425,106322891,1,1,1.0,1.0
2018-04-13,3.946000099182129,4.014999866485596,3.930999994277954,3.947999954223633,3.38862681388855,32073381,1,1,1.0,1.0
2018-04-16,3.950000047683716,3.9800000190734863,3.938999891281128,3.9660000801086426,3.4040768146514893,125915573,1,1,1.0,1.0
2018-04-17,3.9730000495910645,4.007999897003174,3.9549999237060547,3.9760000705718994,3.4126598834991455,93631232,1,1,1.0,1.0
2018-04-18,3.986999988555908,4.008999824523926,3.9809999465942383,4.008999824523926,3.440984010696411,25467034,1,1,1.0,1.0
2018-04-19,4.019999980926514,4.050000190734863,3.9619998931884766,4.019000053405762,3.4495673179626465,21260120,1,1,1.0,1.0
2018-04-20,4.015999794006348,4.019000053405762,3.9730000495910645,4.005000114440918,3.437551259994507,24880394,1,1,1.0,1.0
2018-04-23,4.008999824523926,4.068999767303467,4.007999897003174,4.061999797821045,3.4864747524261475,15862586,1,1,1.0,1.0
2018-04-24,4.074999809265137,4.074999809265137,4.000999927520752,4.010000228881836,3.441842555999756,14039324,1,1,1.0,1.0
2018-04-25,3.986999988555908,4.01800012588501,3.9709999561309814,3.996000051498413,3.429826259613037,18859366,1,1,1.0,1.0
2018-04-26,3.990999937057495,4.025000095367432,3.9600000381469727,3.9600000381469727,3.3989269733428955,10679297,1,1,1.0,1.0
2018-04-27,3.98799991607666,4.0320000648498535,3.934999942779541,4.0320000648498535,3.4607255458831787,19195517,1,1,1.0,1.0
2018-04-30,4.041999816894531,4.070000171661377,4.020999908447266,4.039000034332275,3.466733694076538,12913299,1,1,1.0,1.0
2018-05-02,4.045000076293945,4.178999900817871,4.045000076293945,4.168000221252441,3.57745623588562,31620825,1,1,1.0,1.0
2018-05-03,4.160999774932861,4.170000076293945,4.056000232696533,4.079999923706055,3.5019242763519287,13962015,1,1,1.0,1.0
2018-05-04,4.071000099182129,4.1620001792907715,4.068999767303467,4.160999774932861,3.5714478492736816,10448213,1,1,1.0,1.0
2018-05-07,4.170000076293945,4.196000099182129,4.144999980926514,4.196000099182129,3.601489305496216,14130069,1,1,1.0,1.0
2018-05-08,4.186999797821045,4.238999843597412,4.15500020980835,4.2270002365112305,3.62809681892395,19622444,1,1,1.0,1.0
2018-05-09,4.215000152587891,4.24399995803833,4.209000110626221,4.21999979019165,3.6220884323120117,9796920,1,1,1.0,1.0
2018-05-10,4.239999771118164,4.275000095367432,4.214000225067139,4.26800012588501,3.663288116455078,15186203,1,1,1.0,1.0
2018-05-11,4.26800012588501,4.301000118255615,4.26200008392334,4.301000118255615,3.6916122436523438,9808834,1,1,1.0,1.0
2018-05-14,4.285999774932861,4.317999839782715,4.2779998779296875,4.315000057220459,3.7036287784576416,14682937,1,1,1.0,1.0
2018-05-15,4.297999858856201,4.328999996185303,4.26200008392334,4.294000148773193,3.6856040954589844,13557935,1,1,1.0,1.0
2018-05-16,4.2779998779296875,4.289000034332275,4.142000198364258,4.142000198364258,3.555140495300293,23602591,1,1,1.0,1.0
2018-05-17,4.156000137329102,4.196000099182129,4.136000156402588,4.181000232696533,3.5886144638061523,12198908,1,1,1.0,1.0
2018-05-18,4.175000190734863,4.190000057220459,4.090000152587891,4.111000061035156,3.5285325050354004,14663026,1,1,1.0,1.0
2018-05-21,4.144000053405762,4.1620001792907715,4.0970001220703125,4.0970001220703125,3.5165162086486816,6711266,1,1,1.0,1.0
2018-05-22,4.110000133514404,4.210999965667725,4.1020002365112305,4.196000099182129,3.601489305496216,11042426,1,1,1.0,1.0
2018-05-23,4.179999828338623,4.184000015258789,4.099999904632568,4.1620001792907715,3.5723066329956055,18194975,1,1,1.0,1.0
2018-05-24,4.172999858856201,4.193999767303467,4.041999816894531,4.061999797821045,3.4864747524261475,15863179,1,1,1.0,1.0
2018-05-25,4.085999965667725,4.0960001945495605,3.8499999046325684,3.9089999198913574,3.3551526069641113,37197934,1,1,1.0,1.0
2018-05-28,3.9679999351501465,3.9800000190734863,3.8320000171661377,3.869999885559082,3.321678400039673,15732496,1,1,1.0,1.0
2018-05-29,3.8399999141693115,3.8429999351501465,3.611999988555908,3.690000057220459,3.1671817302703857,39927542,1,1,1.0,1.0
2018-05-30,3.763000011444092,3.7730000019073486,3.6589999198913574,3.7309999465942383,3.2023727893829346,32620202,1,1,1.0,1.0
2018-05-31,3.7690000534057617,3.815000057220459,3.6070001125335693,3.635999917984009,3.120832920074463,31836229,1,1,1.0,1.0
2018-06-01,3.688999891281128,3.7799999713897705,3.6659998893737793,3.7320001125335693,3.2032310962677,39078364,1,1,1.0,1.0
2018-06-04,3.7790000438690186,3.7909998893737793,3.687000036239624,3.7179999351501465,3.1912147998809814,17327720,1,1,1.0,1.0
2018-06-05,3.7160000801086426,3.755000114440918,3.6519999504089355,3.6579999923706055,3.1397156715393066,20210280,1,1,1.0,1.0
2018-06-06,3.6500000953674316,3.6989998817443848,3.569999933242798,3.690000057220459,3.1671817302703857,29345542,1,1,1.0,1.0
2018-06-07,3.746000051498413,3.882999897003174,3.740000009536743,3.8469998836517334,3.3019368648529053,32193703,1,1,1.0,1.0
2018-06-08,3.8010001182556152,3.86299991607666,3.7799999713897705,3.8450000286102295,3.300220489501953,24570699,1,1,1.0,1.0
2018-06-11,3.9210000038146973,3.9709999561309814,3.875,3.9600000381469727,3.3989269733428955,23149431,1,1,1.0,1.0
2018-06-12,3.996000051498413,4.011000156402588,3.946000099182129,3.9609999656677246,3.399785041809082,17712883,1,1,1.0,1.0
2018-06-13,3.9600000381469727,3.9820001125335693,3.9079999923706055,3.9260001182556152,3.369744062423706,28263572,1,1,1.0,1.0
2018-06-14,3.9019999504089355,3.9149999618530273,3.8380000591278076,3.8570001125335693,3.3105201721191406,17637567,1,1,1.0,1.0
2018-06-15,3.885999917984009,3.885999917984009,3.7100000381469727,3.7100000381469727,3.1843483448028564,48907838,1,1,1.0,1.0
2018-06-18,3.7090001106262207,3.75600004196167,3.6710000038146973,3.690000057220459,3.1671817302703857,19895236,1,1,1.0,1.0
2018-06-19,3.6500000953674316,3.749000072479248,3.6110000610351562,3.7239999771118164,3.196364402770996,28152890,1,1,1.0,1.0
2018-06-20,3.7769999504089355,3.7790000438690186,3.7179999351501465,3.7219998836517334,3.194647789001465,17114688,1,1,1.0,1.0
2018-06-21,3.7339999675750732,3.75600004196167,3.640000104904175,3.6480000019073486,3.1311328411102295,20234476,1,1,1.0,1.0
2018-06-22,3.677999973297119,3.7309999465942383,3.6670000553131104,3.671999931335449,3.1517322063446045,13592175,1,1,1.0,1.0
2018-06-25,3.6389999389648438,3.6429998874664307,3.5769999027252197,3.5820000171661377,3.074483633041382,17977693,1,1,1.0,1.0
2018-06-26,3.615999937057495,3.627000093460083,3.559999942779541,3.559999942779541,3.055600643157959,22444952,1,1,1.0,1.0
2018-06-27,3.569000005722046,3.5950000286102295,3.500999927520752,3.561000108718872,3.0564591884613037,60269798,1,1,1.0,1.0
2018-06-28,3.5460000038146973,3.5950000286102295,3.5299999713897705,3.5869998931884766,3.07877516746521,12733572,1,1,1.0,1.0
2018-06-29,3.809999942779541,3.8589999675750732,3.683000087738037,3.7060000896453857,3.180915117263794,28289754,1,1,1.0,1.0
2018-07-02,3.6510000228881836,3.674999952316284,3.5899999141693115,3.6679999828338623,3.148298978805542,13530730,1,1,1.0,1.0
2018-07-03,3.690000057220459,3.7320001125335693,3.6410000324249268,3.7060000896453857,3.180915117263794,11964702,1,1,1.0,1.0
2018-07-04,3.687999963760376,3.809000015258789,3.680000066757202,3.7899999618530273,3.2530131340026855,42367247,1,1,1.0,1.0
2018-07-05,3.7950000762939453,3.9760000705718994,3.7950000762939453,3.88700008392334,3.3362698554992676,27810197,1,1,1.0,1.0
2018-07-06,3.9049999713897705,3.9049999713897705,3.821000099182129,3.8559999465942383,3.309662103652954,18544303,1,1,1.0,1.0
2018-07-09,3.880000114440918,3.9000000953674316,3.8559999465942383,3.878000020980835,3.328545093536377,8498488,1,1,1.0,1.0
2018-07-10,3.890000104904175,3.8949999809265137,3.8329999446868896,3.8459999561309814,3.3010785579681396,8034799,1,1,1.0,1.0
2018-07-11,3.812000036239624,3.812000036239624,3.7109999656677246,3.750999927520752,3.219538927078247,17283019,1,1,1.0,1.0
2018-07-12,3.7699999809265137,3.7750000953674316,3.700000047683716,3.7249999046325684,3.1972227096557617,13857536,1,1,1.0,1.0
2018-07-13,3.746000051498413,3.759999990463257,3.7079999446868896,3.7330000400543213,3.204089403152466,9260300,1,1,1.0,1.0
2018-07-16,3.74399995803833,3.7809998989105225,3.7219998836517334,3.740000009536743,3.210097551345825,9414521,1,1,1.0,1.0
2018-07-17,3.7290000915527344,3.7639999389648438,3.681999921798706,3.7309999465942383,3.2023727893829346,15834946,1,1,1.0,1.0
2018-07-18,3.7309999465942383,3.743000030517578,3.6440000534057617,3.740999937057495,3.210955858230591,18074285,1,1,1.0,1.0
2018-07-19,3.743000030517578,3.7880001068115234,3.7130000591278076,3.7209999561309814,3.193789482116699,9335999,1,1,1.0,1.0
2018-07-20,3.7039999961853027,3.7279999256134033,3.6630001068115234,3.7119998931884766,3.1860647201538086,14616460,1,1,1.0,1.0
2018-07-23,3.700000047683716,3.746999979019165,3.687000036239624,3.7290000915527344,3.2006564140319824,18421074,1,1,1.0,1.0
2018-07-24,3.76200008392334,3.8420000076293945,3.759999990463257,3.8380000591278076,3.2942123413085938,14825046,1,1,1.0,1.0
2018-07-25,3.8450000286102295,3.874000072479248,3.8310000896453857,3.8440001010894775,3.2993624210357666,12729856,1,1,1.0,1.0
2018-07-26,3.890000104904175,3.890000104904175,3.822000026702881,3.8350000381469727,3.291637420654297,10307120,1,1,1.0,1.0
2018-07-27,3.890000104904175,3.940000057220459,3.8459999561309814,3.861999988555908,3.3148117065429688,16559437,1,1,1.0,1.0
2018-07-30,3.8559999465942383,3.934999942779541,3.8499999046325684,3.9200000762939453,3.3645942211151123,10819557,1,1,1.0,1.0
2018-07-31,3.9200000762939453,4.01200008392334,3.9119999408721924,3.9570000171661377,3.3963520526885986,17866503,1,1,1.0,1.0
2018-08-01,3.9749999046325684,4.013999938964844,3.933000087738037,3.9619998931884766,3.4006433486938477,9222969,1,1,1.0,1.0
2018-08-02,3.9509999752044678,3.9509999752044678,3.867000102996826,3.8970000743865967,3.344853162765503,39874540,1,1,1.0,1.0
2018-08-03,3.9159998893737793,3.9509999752044678,3.872999906539917,3.933000087738037,3.3757524490356445,7795413,1,1,1.0,1.0
2018-08-06,3.938999891281128,3.9489998817443848,3.8949999809265137,3.940000057220459,3.381760358810425,9721521,1,1,1.0,1.0
2018-08-07,3.9630000591278076,4.010000228881836,3.9509999752044678,3.9820001125335693,3.4178097248077393,8339611,1,1,1.0,1.0
2018-08-08,3.9839999675750732,3.992000102996826,3.943000078201294,3.9690001010894775,3.406651735305786,6510485,1,1,1.0,1.0
2018-08-09,3.9700000286102295,4.00600004196167,3.9230000972747803,3.999000072479248,3.432401180267334,11354865,1,1,1.0,1.0
2018-08-10,3.940000057220459,3.9489998817443848,3.8289999961853027,3.875999927520752,3.3268284797668457,21433758,1,1,1.0,1.0
2018-08-13,3.8540000915527344,3.880000114440918,3.822000026702881,3.864000082015991,3.316528558731079,22758384,1,1,1.0,1.0
2018-08-14,3.88700008392334,3.9110000133514404,3.816999912261963,3.818000078201294,3.2770462036132812,13389992,1,1,1.0,1.0
2018-08-15,3.8510000705718994,3.8510000705718994,3.7200000286102295,3.746000051498413,3.215247392654419,13453657,1,1,1.0,1.0
2018-08-16,3.7960000038146973,3.819999933242798,3.746999979019165,3.7960000038146973,3.2581632137298584,10762377,1,1,1.0,1.0
2018-08-17,3.809999942779541,3.812000036239624,3.746999979019165,3.7839999198913574,3.247863292694092,7954692,1,1,1.0,1.0
2018-08-20,3.802999973297119,3.867000102996826,3.8010001182556152,3.8410000801086426,3.2967872619628906,8760824,1,1,1.0,1.0
2018-08-21,3.8380000591278076,3.8929998874664307,3.825000047683716,3.874000072479248,3.3251118659973145,9048225,1,1,1.0,1.0
2018-08-22,3.8610000610351562,3.9030001163482666,3.8610000610351562,3.888000011444092,3.337127923965454,8995716,1,1,1.0,1.0
2018-08-23,3.8889999389648438,3.924999952316284,3.868000030517578,3.8940000534057617,3.342278003692627,6328072,1,1,1.0,1.0
2018-08-24,3.884999990463257,3.9200000762939453,3.884999990463257,3.8989999294281006,3.346569776535034,5384943,1,1,1.0,1.0
2018-08-27,3.9140000343322754,3.986999988555908,3.9010000228881836,3.9709999561309814,3.4083681106567383,8677793,1,1,1.0,1.0
2018-08-28,3.98799991607666,3.98799991607666,3.9089999198913574,3.924999952316284,3.3688857555389404,9138130,1,1,1.0,1.0
2018-08-29,3.936000108718872,3.9570000171661377,3.9019999504089355,3.9489998817443848,3.3894851207733154,6891464,1,1,1.0,1.0
2018-08-30,3.930999994277954,3.9519999027252197,3.884999990463257,3.9070000648498535,3.353436231613159,9932127,1,1,1.0,1.0
2018-08-31,3.9070000648498535,3.9070000648498535,3.8469998836517334,3.8610000610351562,3.313953399658203,9833971,1,1,1.0,1.0
2018-09-03,3.859999895095825,3.8929998874664307,3.8550000190734863,3.878999948501587,3.3294034004211426,5842790,1,1,1.0,1.0
2018-09-04,3.9600000381469727,4.058000087738037,3.930000066757202,4.051000118255615,3.4770336151123047,28487112,1,1,1.0,1.0
2018-09-05,4.046999931335449,4.110000133514404,4.0269999504089355,4.068999767303467,3.4924826622009277,28957302,1,1,1.0,1.0
2018-09-06,4.039999961853027,4.056000232696533,3.984999895095825,3.990999937057495,3.42553448677063,16550487,1,1,1.0,1.0
2018-09-07,4.002999782562256,4.033999919891357,3.9130001068115234,3.9679999351501465,3.4057931900024414,14948742,1,1,1.0,1.0
2018-09-10,3.9709999561309814,4.054999828338623,3.9549999237060547,4.014999866485596,3.446134090423584,9730510,1,1,1.0,1.0
2018-09-11,4.0320000648498535,4.065999984741211,3.994999885559082,4.0229997634887695,3.45300030708313,7236188,1,1,1.0,1.0
2018-09-12,4.041999816894531,4.041999816894531,3.9130001068115234,3.9660000801086426,3.4040768146514893,16242353,1,1,1.0,1.0
2018-09-13,3.9660000801086426,4.073999881744385,3.9660000801086426,4.0329999923706055,3.4615838527679443,11352317,1,1,1.0,1.0
2018-09-14,4.059000015258789,4.0920000076293945,4.020999908447266,4.083000183105469,3.5044994354248047,10225192,1,1,1.0,1.0
2018-09-17,4.072000026702881,4.173999786376953,4.064000129699707,4.156000137329102,3.5671565532684326,24039275,1,1,1.0,1.0
2018-09-18,4.140999794006348,4.190000057220459,4.111000061035156,4.183000087738037,3.5903308391571045,20595953,1,1,1.0,1.0
2018-09-19,4.193999767303467,4.197000026702881,4.104000091552734,4.192999839782715,3.59891414642334,26932301,1,1,1.0,1.0
2018-09-21,4.0980000495910645,4.126999855041504,4.019999980926514,4.019999980926514,3.450425624847412,49265223,1,1,1.0,1.0
2018-09-24,4.014999866485596,4.040999889373779,3.986999988555908,3.996999979019165,3.4306845664978027,10295934,1,1,1.0,1.0
2018-09-25,4.005000114440918,4.063000202178955,4.005000114440918,4.039000034332275,3.466733694076538,9800637,1,1,1.0,1.0
2018-09-26,4.03000020980835,4.048999786376953,3.984999895095825,3.996000051498413,3.429826259613037,11511068,1,1,1.0,1.0
2018-09-27,3.9800000190734863,3.994999885559082,3.9000000953674316,3.9760000705718994,3.4126598834991455,16697382,1,1,1.0,1.0
2018-09-28,3.937000036239624,3.9570000171661377,3.8550000190734863,3.937999963760376,3.3800437450408936,21191315,1,1,1.0,1.0
2018-10-01,3.9200000762939453,3.947000026702881,3.871000051498413,3.871000051498413,3.3225369453430176,16820656,1,1,1.0,1.0
2018-10-02,3.8499999046325684,3.884999990463257,3.811000108718872,3.8369998931884766,3.293354034423828,25544692,1,1,1.0,1.0
2018-10-03,3.885999917984009,3.9040000438690186,3.8239998817443848,3.8529999256134033,3.307086944580078,10618317,1,1,1.0,1.0
2018-10-04,3.8510000705718994,3.9549999237060547,3.8299999237060547,3.9240000247955322,3.368027448654175,17680171,1,1,1.0,1.0
2018-10-05,3.9179999828338623,3.9230000972747803,3.869999885559082,3.869999885559082,3.321678400039673,9455498,1,1,1.0,1.0
2018-10-08,3.864000082015991,3.871999979019165,3.812999963760376,3.8399999141693115,3.295928955078125,8894790,1,1,1.0,1.0
2018-10-09,3.869999885559082,3.9579999446868896,3.8469998836517334,3.9149999618530273,3.360302686691284,20451674,1,1,1.0,1.0
2018-10-10,3.9000000953674316,3.9639999866485596,3.8970000743865967,3.9049999713897705,3.351719379425049,25348238,1,1,1.0,1.0
2018-10-11,3.8389999866485596,3.9079999923706055,3.828000068664551,3.864000082015991,3.316528558731079,18510551,1,1,1.0,1.0
2018-10-12,3.9040000438690186,3.9230000972747803,3.8299999237060547,3.8359999656677246,3.2924957275390625,13307949,1,1,1.0,1.0
2018-10-15,3.825000047683716,3.8529999256134033,3.8010001182556152,3.8320000171661377,3.289062738418579,9105404,1,1,1.0,1.0
2018-10-16,3.8489999771118164,3.864000082015991,3.809999942779541,3.86299991607666,3.3156700134277344,19730948,1,1,1.0,1.0
2018-10-17,3.877000093460083,3.8949999809265137,3.806999921798706,3.813999891281128,3.2736127376556396,13708673,1,1,1.0,1.0
2018-10-18,3.819999933242798,3.9010000228881836,3.438999891281128,3.6410000324249268,3.125124216079712,63398696,1,1,1.0,1.0
2018-10-19,3.640000104904175,3.75,3.505000114440918,3.6649999618530273,3.145723581314087,46063301,1,1,1.0,1.0
2018-10-22,3.7049999237060547,3.759999990463257,3.5309998989105225,3.5329999923706055,3.032426595687866,20721641,1,1,1.0,1.0
2018-10-23,3.5,3.5169999599456787,3.444999933242798,3.4560000896453857,2.966336250305176,30314814,1,1,1.0,1.0
2018-10-24,3.4590001106262207,3.4709999561309814,3.372999906539917,3.375,2.8968124389648438,128715002,1,1,1.0,1.0
2018-10-25,3.3320000171661377,3.4649999141693115,3.319000005722046,3.4579999446868896,2.968052625656128,21477341,1,1,1.0,1.0
2018-10-26,3.5399999618530273,3.556999921798706,3.4049999713897705,3.503000020980835,3.0066769123077393,272555573,1,1,1.0,1.0
2018-10-29,3.5399999618530273,3.563999891281128,3.4649999141693115,3.510999917984009,3.0135433673858643,88518680,1,1,1.0,1.0
2018-10-30,3.5239999294281006,3.5840001106262207,3.505000114440918,3.5490000247955322,3.046159505844116,78623415,1,1,1.0,1.0
2018-10-31,3.5999999046325684,3.6089999675750732,3.568000078201294,3.5810000896453857,3.073625326156616,16309900,1,1,1.0,1.0
2018-11-01,3.515000104904175,3.5510001182556152,3.484999895095825,3.513000011444092,3.075376272201538,95853705,1,1,1.0,1.0
2018-11-02,3.556999921798706,3.5829999446868896,3.5369999408721924,3.563999891281128,3.120023012161255,222233872,1,1,1.0,1.0
2018-11-05,3.563999891281128,3.632999897003174,3.552999973297119,3.5940001010894775,3.1462860107421875,84968776,1,1,1.0,1.0
2018-11-06,3.5940001010894775,3.6010000705718994,3.5260000228881836,3.565000057220459,3.120898485183716,79243375,1,1,1.0,1.0
2018-11-07,3.7799999713897705,3.7850000858306885,3.63700008392334,3.7209999561309814,3.257465124130249,54986027,1,1,1.0,1.0
2018-11-08,3.7330000400543213,3.740000009536743,3.687000036239624,3.687000036239624,3.227700710296631,12900085,1,1,1.0,1.0
